nohup: ignoring input
Using downloaded and verified file: ./data/SVHN/raw/train/train_32x32.mat
Using downloaded and verified file: ./data/SVHN/raw/test/test_32x32.mat
Train - Iteration 0: 	Loss_stepA: 0.0460
Train - Iteration 500: 	Loss_stepA: 0.2326
Train - Iteration 550: 	Loss_stepA: 0.2220
Train - Epoch [36]: 	Loss_stepA: 0.2256
Test - Epoch [36]: 	Accuracy_stepA: 92.42%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0039
Train - Iteration 50: 	Loss_stepA: 0.2207
Train - Iteration 100: 	Loss_stepA: 0.2175
Train - Iteration 150: 	Loss_stepA: 0.2172
Train - Iteration 200: 	Loss_stepA: 0.2081
Train - Iteration 250: 	Loss_stepA: 0.2143
Train - Iteration 300: 	Loss_stepA: 0.2322
Train - Iteration 350: 	Loss_stepA: 0.2139
Train - Iteration 400: 	Loss_stepA: 0.2178
Train - Iteration 450: 	Loss_stepA: 0.2129
Train - Iteration 500: 	Loss_stepA: 0.2250
Train - Iteration 550: 	Loss_stepA: 0.2245
Train - Epoch [37]: 	Loss_stepA: 0.2186
Test - Epoch [37]: 	Accuracy_stepA: 92.41%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0051
Train - Iteration 50: 	Loss_stepA: 0.2098
Train - Iteration 100: 	Loss_stepA: 0.1901
Train - Iteration 150: 	Loss_stepA: 0.2212
Train - Iteration 200: 	Loss_stepA: 0.2215
Train - Iteration 250: 	Loss_stepA: 0.2224
Train - Iteration 300: 	Loss_stepA: 0.2163
Train - Iteration 350: 	Loss_stepA: 0.2087
Train - Iteration 400: 	Loss_stepA: 0.2283
Train - Iteration 450: 	Loss_stepA: 0.2085
Train - Iteration 500: 	Loss_stepA: 0.2258
Train - Iteration 550: 	Loss_stepA: 0.2321
Train - Epoch [38]: 	Loss_stepA: 0.2170
Test - Epoch [38]: 	Accuracy_stepA: 92.44%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0035
Train - Iteration 50: 	Loss_stepA: 0.2084
Train - Iteration 100: 	Loss_stepA: 0.2019
Train - Iteration 150: 	Loss_stepA: 0.2100
Train - Iteration 200: 	Loss_stepA: 0.2023
Train - Iteration 250: 	Loss_stepA: 0.2186
Train - Iteration 300: 	Loss_stepA: 0.2173
Train - Iteration 350: 	Loss_stepA: 0.2032
Train - Iteration 400: 	Loss_stepA: 0.2074
Train - Iteration 450: 	Loss_stepA: 0.2275
Train - Iteration 500: 	Loss_stepA: 0.2125
Train - Iteration 550: 	Loss_stepA: 0.2094
Train - Epoch [39]: 	Loss_stepA: 0.2119
Test - Epoch [39]: 	Accuracy_stepA: 92.47%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0055
Train - Iteration 50: 	Loss_stepA: 0.2050
Train - Iteration 100: 	Loss_stepA: 0.2047
Train - Iteration 150: 	Loss_stepA: 0.2044
Train - Iteration 200: 	Loss_stepA: 0.1924
Train - Iteration 250: 	Loss_stepA: 0.2010
Train - Iteration 300: 	Loss_stepA: 0.2126
Train - Iteration 350: 	Loss_stepA: 0.1986
Train - Iteration 400: 	Loss_stepA: 0.2161
Train - Iteration 450: 	Loss_stepA: 0.2114
Train - Iteration 500: 	Loss_stepA: 0.2138
Train - Iteration 550: 	Loss_stepA: 0.2183
Train - Epoch [40]: 	Loss_stepA: 0.2073
Test - Epoch [40]: 	Accuracy_stepA: 92.46%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0060
Train - Iteration 50: 	Loss_stepA: 0.2146
Train - Iteration 100: 	Loss_stepA: 0.1937
Train - Iteration 150: 	Loss_stepA: 0.1933
Train - Iteration 200: 	Loss_stepA: 0.2107
Train - Iteration 250: 	Loss_stepA: 0.2095
Train - Iteration 300: 	Loss_stepA: 0.1993
Train - Iteration 350: 	Loss_stepA: 0.2050
Train - Iteration 400: 	Loss_stepA: 0.2021
Train - Iteration 450: 	Loss_stepA: 0.2242
Train - Iteration 500: 	Loss_stepA: 0.1971
Train - Iteration 550: 	Loss_stepA: 0.2022
Train - Epoch [41]: 	Loss_stepA: 0.2050
Test - Epoch [41]: 	Accuracy_stepA: 92.52%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0032
Train - Iteration 50: 	Loss_stepA: 0.1966
Train - Iteration 100: 	Loss_stepA: 0.1896
Train - Iteration 150: 	Loss_stepA: 0.2042
Train - Iteration 200: 	Loss_stepA: 0.2043
Train - Iteration 250: 	Loss_stepA: 0.1830
Train - Iteration 300: 	Loss_stepA: 0.2070
Train - Iteration 350: 	Loss_stepA: 0.2167
Train - Iteration 400: 	Loss_stepA: 0.1981
Train - Iteration 450: 	Loss_stepA: 0.2137
Train - Iteration 500: 	Loss_stepA: 0.1949
Train - Iteration 550: 	Loss_stepA: 0.2177
Train - Epoch [42]: 	Loss_stepA: 0.2023
Test - Epoch [42]: 	Accuracy_stepA: 92.70%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0061
Train - Iteration 50: 	Loss_stepA: 0.1898
Train - Iteration 100: 	Loss_stepA: 0.1980
Train - Iteration 150: 	Loss_stepA: 0.1808
Train - Iteration 200: 	Loss_stepA: 0.1961
Train - Iteration 250: 	Loss_stepA: 0.1942
Train - Iteration 300: 	Loss_stepA: 0.1977
Train - Iteration 350: 	Loss_stepA: 0.2140
Train - Iteration 400: 	Loss_stepA: 0.2045
Train - Iteration 450: 	Loss_stepA: 0.2043
Train - Iteration 500: 	Loss_stepA: 0.2024
Train - Iteration 550: 	Loss_stepA: 0.2004
Train - Epoch [43]: 	Loss_stepA: 0.1986
Test - Epoch [43]: 	Accuracy_stepA: 92.72%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0039
Train - Iteration 50: 	Loss_stepA: 0.1957
Train - Iteration 100: 	Loss_stepA: 0.1977
Train - Iteration 150: 	Loss_stepA: 0.1909
Train - Iteration 200: 	Loss_stepA: 0.1804
Train - Iteration 250: 	Loss_stepA: 0.1947
Train - Iteration 300: 	Loss_stepA: 0.2131
Train - Iteration 350: 	Loss_stepA: 0.2062
Train - Iteration 400: 	Loss_stepA: 0.1878
Train - Iteration 450: 	Loss_stepA: 0.1875
Train - Iteration 500: 	Loss_stepA: 0.2029
Train - Iteration 550: 	Loss_stepA: 0.1901
Train - Epoch [44]: 	Loss_stepA: 0.1958
Test - Epoch [44]: 	Accuracy_stepA: 92.64%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0035
Train - Iteration 50: 	Loss_stepA: 0.1839
Train - Iteration 100: 	Loss_stepA: 0.1918
Train - Iteration 150: 	Loss_stepA: 0.1851
Train - Iteration 200: 	Loss_stepA: 0.1918
Train - Iteration 250: 	Loss_stepA: 0.1981
Train - Iteration 300: 	Loss_stepA: 0.1986
Train - Iteration 350: 	Loss_stepA: 0.2018
Train - Iteration 400: 	Loss_stepA: 0.1951
Train - Iteration 450: 	Loss_stepA: 0.1989
Train - Iteration 500: 	Loss_stepA: 0.1846
Train - Iteration 550: 	Loss_stepA: 0.2012
Train - Epoch [45]: 	Loss_stepA: 0.1948
Test - Epoch [45]: 	Accuracy_stepA: 92.79%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0036
Train - Iteration 50: 	Loss_stepA: 0.1819
Train - Iteration 100: 	Loss_stepA: 0.1857
Train - Iteration 150: 	Loss_stepA: 0.1961
Train - Iteration 200: 	Loss_stepA: 0.1899
Train - Iteration 250: 	Loss_stepA: 0.2040
Train - Iteration 300: 	Loss_stepA: 0.1940
Train - Iteration 350: 	Loss_stepA: 0.1950
Train - Iteration 400: 	Loss_stepA: 0.1857
Train - Iteration 450: 	Loss_stepA: 0.1854
Train - Iteration 500: 	Loss_stepA: 0.1981
Train - Iteration 550: 	Loss_stepA: 0.1881
Train - Epoch [46]: 	Loss_stepA: 0.1923
Test - Epoch [46]: 	Accuracy_stepA: 92.79%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0039
Train - Iteration 50: 	Loss_stepA: 0.1894
Train - Iteration 100: 	Loss_stepA: 0.1713
Train - Iteration 150: 	Loss_stepA: 0.1852
Train - Iteration 200: 	Loss_stepA: 0.1796
Train - Iteration 250: 	Loss_stepA: 0.1969
Train - Iteration 300: 	Loss_stepA: 0.1854
Train - Iteration 350: 	Loss_stepA: 0.2000
Train - Iteration 400: 	Loss_stepA: 0.1928
Train - Iteration 450: 	Loss_stepA: 0.2017
Train - Iteration 500: 	Loss_stepA: 0.1797
Train - Iteration 550: 	Loss_stepA: 0.1966
Train - Epoch [47]: 	Loss_stepA: 0.1884
Test - Epoch [47]: 	Accuracy_stepA: 92.79%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0040
Train - Iteration 50: 	Loss_stepA: 0.1773
Train - Iteration 100: 	Loss_stepA: 0.1871
Train - Iteration 150: 	Loss_stepA: 0.1841
Train - Iteration 200: 	Loss_stepA: 0.1905
Train - Iteration 250: 	Loss_stepA: 0.1922
Train - Iteration 300: 	Loss_stepA: 0.1867
Train - Iteration 350: 	Loss_stepA: 0.1651
Train - Iteration 400: 	Loss_stepA: 0.1879
Train - Iteration 450: 	Loss_stepA: 0.1806
Train - Iteration 500: 	Loss_stepA: 0.1978
Train - Iteration 550: 	Loss_stepA: 0.1804
Train - Epoch [48]: 	Loss_stepA: 0.1861
Test - Epoch [48]: 	Accuracy_stepA: 92.84%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0024
Train - Iteration 50: 	Loss_stepA: 0.1879
Train - Iteration 100: 	Loss_stepA: 0.1756
Train - Iteration 150: 	Loss_stepA: 0.1858
Train - Iteration 200: 	Loss_stepA: 0.1848
Train - Iteration 250: 	Loss_stepA: 0.1809
Train - Iteration 300: 	Loss_stepA: 0.1847
Train - Iteration 350: 	Loss_stepA: 0.1849
Train - Iteration 400: 	Loss_stepA: 0.1669
Train - Iteration 450: 	Loss_stepA: 0.1986
Train - Iteration 500: 	Loss_stepA: 0.1871
Train - Iteration 550: 	Loss_stepA: 0.1889
Train - Epoch [49]: 	Loss_stepA: 0.1848
Test - Epoch [49]: 	Accuracy_stepA: 92.78%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0041
Train - Iteration 50: 	Loss_stepA: 0.1759
Train - Iteration 100: 	Loss_stepA: 0.1807
Train - Iteration 150: 	Loss_stepA: 0.1701
Train - Iteration 200: 	Loss_stepA: 0.1839
Train - Iteration 250: 	Loss_stepA: 0.1890
Train - Iteration 300: 	Loss_stepA: 0.1795
Train - Iteration 350: 	Loss_stepA: 0.1777
Train - Iteration 400: 	Loss_stepA: 0.1698
Train - Iteration 450: 	Loss_stepA: 0.1912
Train - Iteration 500: 	Loss_stepA: 0.1625
Train - Iteration 550: 	Loss_stepA: 0.1945
Train - Epoch [50]: 	Loss_stepA: 0.1803
Test - Epoch [50]: 	Accuracy_stepA: 92.89%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0033
Train - Iteration 50: 	Loss_stepA: 0.1716
Train - Iteration 100: 	Loss_stepA: 0.1814
Train - Iteration 150: 	Loss_stepA: 0.1774
Train - Iteration 200: 	Loss_stepA: 0.1683
Train - Iteration 250: 	Loss_stepA: 0.1832
Train - Iteration 300: 	Loss_stepA: 0.1898
Train - Iteration 350: 	Loss_stepA: 0.1778
Train - Iteration 400: 	Loss_stepA: 0.1825
Train - Iteration 450: 	Loss_stepA: 0.1706
Train - Iteration 500: 	Loss_stepA: 0.1759
Train - Iteration 550: 	Loss_stepA: 0.1814
Train - Epoch [51]: 	Loss_stepA: 0.1779
Test - Epoch [51]: 	Accuracy_stepA: 92.83%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0035
Train - Iteration 50: 	Loss_stepA: 0.1596
Train - Iteration 100: 	Loss_stepA: 0.1774
Train - Iteration 150: 	Loss_stepA: 0.1740
Train - Iteration 200: 	Loss_stepA: 0.1799
Train - Iteration 250: 	Loss_stepA: 0.1771
Train - Iteration 300: 	Loss_stepA: 0.1751
Train - Iteration 350: 	Loss_stepA: 0.1681
Train - Iteration 400: 	Loss_stepA: 0.1809
Train - Iteration 450: 	Loss_stepA: 0.1685
Train - Iteration 500: 	Loss_stepA: 0.1814
Train - Iteration 550: 	Loss_stepA: 0.1866
Train - Epoch [52]: 	Loss_stepA: 0.1755
Test - Epoch [52]: 	Accuracy_stepA: 92.87%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0037
Train - Iteration 50: 	Loss_stepA: 0.1749
Train - Iteration 100: 	Loss_stepA: 0.1591
Train - Iteration 150: 	Loss_stepA: 0.1824
Train - Iteration 200: 	Loss_stepA: 0.1802
Train - Iteration 250: 	Loss_stepA: 0.1681
Train - Iteration 300: 	Loss_stepA: 0.1587
Train - Iteration 350: 	Loss_stepA: 0.1613
Train - Iteration 400: 	Loss_stepA: 0.1711
Train - Iteration 450: 	Loss_stepA: 0.1831
Train - Iteration 500: 	Loss_stepA: 0.1702
Train - Iteration 550: 	Loss_stepA: 0.1666
Train - Epoch [53]: 	Loss_stepA: 0.1713
Test - Epoch [53]: 	Accuracy_stepA: 93.02%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0031
Train - Iteration 50: 	Loss_stepA: 0.1564
Train - Iteration 100: 	Loss_stepA: 0.1663
Train - Iteration 150: 	Loss_stepA: 0.1636
Train - Iteration 200: 	Loss_stepA: 0.1667
Train - Iteration 250: 	Loss_stepA: 0.1625
Train - Iteration 300: 	Loss_stepA: 0.1792
Train - Iteration 350: 	Loss_stepA: 0.1580
Train - Iteration 400: 	Loss_stepA: 0.1745
Train - Iteration 450: 	Loss_stepA: 0.1797
Train - Iteration 500: 	Loss_stepA: 0.1749
Train - Iteration 550: 	Loss_stepA: 0.1808
Train - Epoch [54]: 	Loss_stepA: 0.1691
Test - Epoch [54]: 	Accuracy_stepA: 92.92%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0037
Train - Iteration 50: 	Loss_stepA: 0.1722
Train - Iteration 100: 	Loss_stepA: 0.1620
Train - Iteration 150: 	Loss_stepA: 0.1633
Train - Iteration 200: 	Loss_stepA: 0.1670
Train - Iteration 250: 	Loss_stepA: 0.1597
Train - Iteration 300: 	Loss_stepA: 0.1610
Train - Iteration 350: 	Loss_stepA: 0.1742
Train - Iteration 400: 	Loss_stepA: 0.1826
Train - Iteration 450: 	Loss_stepA: 0.1645
Train - Iteration 500: 	Loss_stepA: 0.1657
Train - Iteration 550: 	Loss_stepA: 0.1780
Train - Epoch [55]: 	Loss_stepA: 0.1678
Test - Epoch [55]: 	Accuracy_stepA: 92.95%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0058
Train - Iteration 50: 	Loss_stepA: 0.1813
Train - Iteration 100: 	Loss_stepA: 0.1699
Train - Iteration 150: 	Loss_stepA: 0.1670
Train - Iteration 200: 	Loss_stepA: 0.1601
Train - Iteration 250: 	Loss_stepA: 0.1631
Train - Iteration 300: 	Loss_stepA: 0.1712
Train - Iteration 350: 	Loss_stepA: 0.1599
Train - Iteration 400: 	Loss_stepA: 0.1549
Train - Iteration 450: 	Loss_stepA: 0.1659
Train - Iteration 500: 	Loss_stepA: 0.1718
Train - Iteration 550: 	Loss_stepA: 0.1766
Train - Epoch [56]: 	Loss_stepA: 0.1666
Test - Epoch [56]: 	Accuracy_stepA: 93.04%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0039
Train - Iteration 50: 	Loss_stepA: 0.1594
Train - Iteration 100: 	Loss_stepA: 0.1593
Train - Iteration 150: 	Loss_stepA: 0.1603
Train - Iteration 200: 	Loss_stepA: 0.1538
Train - Iteration 250: 	Loss_stepA: 0.1551
Train - Iteration 300: 	Loss_stepA: 0.1624
Train - Iteration 350: 	Loss_stepA: 0.1659
Train - Iteration 400: 	Loss_stepA: 0.1649
Train - Iteration 450: 	Loss_stepA: 0.1804
Train - Iteration 500: 	Loss_stepA: 0.1652
Train - Iteration 550: 	Loss_stepA: 0.1799
Train - Epoch [57]: 	Loss_stepA: 0.1648
Test - Epoch [57]: 	Accuracy_stepA: 92.99%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0038
Train - Iteration 50: 	Loss_stepA: 0.1425
Train - Iteration 100: 	Loss_stepA: 0.1448
Train - Iteration 150: 	Loss_stepA: 0.1750
Train - Iteration 200: 	Loss_stepA: 0.1535
Train - Iteration 250: 	Loss_stepA: 0.1555
Train - Iteration 300: 	Loss_stepA: 0.1659
Train - Iteration 350: 	Loss_stepA: 0.1692
Train - Iteration 400: 	Loss_stepA: 0.1700
Train - Iteration 450: 	Loss_stepA: 0.1716
Train - Iteration 500: 	Loss_stepA: 0.1558
Train - Iteration 550: 	Loss_stepA: 0.1659
Train - Epoch [58]: 	Loss_stepA: 0.1608
Test - Epoch [58]: 	Accuracy_stepA: 93.02%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0036
Train - Iteration 50: 	Loss_stepA: 0.1538
Train - Iteration 100: 	Loss_stepA: 0.1574
Train - Iteration 150: 	Loss_stepA: 0.1542
Train - Iteration 200: 	Loss_stepA: 0.1647
Train - Iteration 250: 	Loss_stepA: 0.1578
Train - Iteration 300: 	Loss_stepA: 0.1605
Train - Iteration 350: 	Loss_stepA: 0.1571
Train - Iteration 400: 	Loss_stepA: 0.1784
Train - Iteration 450: 	Loss_stepA: 0.1581
Train - Iteration 500: 	Loss_stepA: 0.1514
Train - Iteration 550: 	Loss_stepA: 0.1562
Train - Epoch [59]: 	Loss_stepA: 0.1584
Test - Epoch [59]: 	Accuracy_stepA: 93.25%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0019
Train - Iteration 50: 	Loss_stepA: 0.1526
Train - Iteration 100: 	Loss_stepA: 0.1584
Train - Iteration 150: 	Loss_stepA: 0.1469
Train - Iteration 200: 	Loss_stepA: 0.1677
Train - Iteration 250: 	Loss_stepA: 0.1605
Train - Iteration 300: 	Loss_stepA: 0.1457
Train - Iteration 350: 	Loss_stepA: 0.1537
Train - Iteration 400: 	Loss_stepA: 0.1457
Train - Iteration 450: 	Loss_stepA: 0.1605
Train - Iteration 500: 	Loss_stepA: 0.1573
Train - Iteration 550: 	Loss_stepA: 0.1521
Train - Epoch [60]: 	Loss_stepA: 0.1552
Test - Epoch [60]: 	Accuracy_stepA: 93.17%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0031
Train - Iteration 50: 	Loss_stepA: 0.1419
Train - Iteration 100: 	Loss_stepA: 0.1504
Train - Iteration 150: 	Loss_stepA: 0.1500
Train - Iteration 200: 	Loss_stepA: 0.1499
Train - Iteration 250: 	Loss_stepA: 0.1486
Train - Iteration 300: 	Loss_stepA: 0.1561
Train - Iteration 350: 	Loss_stepA: 0.1576
Train - Iteration 400: 	Loss_stepA: 0.1561
Train - Iteration 450: 	Loss_stepA: 0.1588
Train - Iteration 500: 	Loss_stepA: 0.1453
Train - Iteration 550: 	Loss_stepA: 0.1619
Train - Epoch [61]: 	Loss_stepA: 0.1532
Test - Epoch [61]: 	Accuracy_stepA: 93.07%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0029
Train - Iteration 50: 	Loss_stepA: 0.1542
Train - Iteration 100: 	Loss_stepA: 0.1599
Train - Iteration 150: 	Loss_stepA: 0.1406
Train - Iteration 200: 	Loss_stepA: 0.1408
Train - Iteration 250: 	Loss_stepA: 0.1366
Train - Iteration 300: 	Loss_stepA: 0.1489
Train - Iteration 350: 	Loss_stepA: 0.1554
Train - Iteration 400: 	Loss_stepA: 0.1593
Train - Iteration 450: 	Loss_stepA: 0.1565
Train - Iteration 500: 	Loss_stepA: 0.1635
Train - Iteration 550: 	Loss_stepA: 0.1601
Train - Epoch [62]: 	Loss_stepA: 0.1525
Test - Epoch [62]: 	Accuracy_stepA: 93.00%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0021
Train - Iteration 50: 	Loss_stepA: 0.1284
Train - Iteration 100: 	Loss_stepA: 0.1507
Train - Iteration 150: 	Loss_stepA: 0.1302
Train - Iteration 200: 	Loss_stepA: 0.1462
Train - Iteration 250: 	Loss_stepA: 0.1502
Train - Iteration 300: 	Loss_stepA: 0.1520
Train - Iteration 350: 	Loss_stepA: 0.1469
Train - Iteration 400: 	Loss_stepA: 0.1508
Train - Iteration 450: 	Loss_stepA: 0.1473
Train - Iteration 500: 	Loss_stepA: 0.1667
Train - Iteration 550: 	Loss_stepA: 0.1547
Train - Epoch [63]: 	Loss_stepA: 0.1478
Test - Epoch [63]: 	Accuracy_stepA: 93.09%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0037
Train - Iteration 50: 	Loss_stepA: 0.1346
Train - Iteration 100: 	Loss_stepA: 0.1503
Train - Iteration 150: 	Loss_stepA: 0.1523
Train - Iteration 200: 	Loss_stepA: 0.1407
Train - Iteration 250: 	Loss_stepA: 0.1435
Train - Iteration 300: 	Loss_stepA: 0.1494
Train - Iteration 350: 	Loss_stepA: 0.1463
Train - Iteration 400: 	Loss_stepA: 0.1458
Train - Iteration 450: 	Loss_stepA: 0.1580
Train - Iteration 500: 	Loss_stepA: 0.1567
Train - Iteration 550: 	Loss_stepA: 0.1459
Train - Epoch [64]: 	Loss_stepA: 0.1479
Test - Epoch [64]: 	Accuracy_stepA: 92.97%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0025
Train - Iteration 50: 	Loss_stepA: 0.1402
Train - Iteration 100: 	Loss_stepA: 0.1565
Train - Iteration 150: 	Loss_stepA: 0.1484
Train - Iteration 200: 	Loss_stepA: 0.1493
Train - Iteration 250: 	Loss_stepA: 0.1486
Train - Iteration 300: 	Loss_stepA: 0.1415
Train - Iteration 350: 	Loss_stepA: 0.1507
Train - Iteration 400: 	Loss_stepA: 0.1590
Train - Iteration 450: 	Loss_stepA: 0.1521
Train - Iteration 500: 	Loss_stepA: 0.1536
Train - Iteration 550: 	Loss_stepA: 0.1423
Train - Epoch [65]: 	Loss_stepA: 0.1490
Test - Epoch [65]: 	Accuracy_stepA: 93.04%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0039
Train - Iteration 50: 	Loss_stepA: 0.1311
Train - Iteration 100: 	Loss_stepA: 0.1274
Train - Iteration 150: 	Loss_stepA: 0.1449
Train - Iteration 200: 	Loss_stepA: 0.1523
Train - Iteration 250: 	Loss_stepA: 0.1429
Train - Iteration 300: 	Loss_stepA: 0.1444
Train - Iteration 350: 	Loss_stepA: 0.1352
Train - Iteration 400: 	Loss_stepA: 0.1597
Train - Iteration 450: 	Loss_stepA: 0.1484
Train - Iteration 500: 	Loss_stepA: 0.1587
Train - Iteration 550: 	Loss_stepA: 0.1419
Train - Epoch [66]: 	Loss_stepA: 0.1440
Test - Epoch [66]: 	Accuracy_stepA: 93.20%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0018
Train - Iteration 50: 	Loss_stepA: 0.1471
Train - Iteration 100: 	Loss_stepA: 0.1352
Train - Iteration 150: 	Loss_stepA: 0.1446
Train - Iteration 200: 	Loss_stepA: 0.1432
Train - Iteration 250: 	Loss_stepA: 0.1485
Train - Iteration 300: 	Loss_stepA: 0.1434
Train - Iteration 350: 	Loss_stepA: 0.1538
Train - Iteration 400: 	Loss_stepA: 0.1416
Train - Iteration 450: 	Loss_stepA: 0.1526
Train - Iteration 500: 	Loss_stepA: 0.1469
Train - Iteration 550: 	Loss_stepA: 0.1316
Train - Epoch [67]: 	Loss_stepA: 0.1448
Test - Epoch [67]: 	Accuracy_stepA: 93.14%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0033
Train - Iteration 50: 	Loss_stepA: 0.1388
Train - Iteration 100: 	Loss_stepA: 0.1292
Train - Iteration 150: 	Loss_stepA: 0.1414
Train - Iteration 200: 	Loss_stepA: 0.1346
Train - Iteration 250: 	Loss_stepA: 0.1435
Train - Iteration 300: 	Loss_stepA: 0.1312
Train - Iteration 350: 	Loss_stepA: 0.1558
Train - Iteration 400: 	Loss_stepA: 0.1401
Train - Iteration 450: 	Loss_stepA: 0.1399
Train - Iteration 500: 	Loss_stepA: 0.1505
Train - Iteration 550: 	Loss_stepA: 0.1376
Train - Epoch [68]: 	Loss_stepA: 0.1409
Test - Epoch [68]: 	Accuracy_stepA: 93.00%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0020
Train - Iteration 50: 	Loss_stepA: 0.1317
Train - Iteration 100: 	Loss_stepA: 0.1411
Train - Iteration 150: 	Loss_stepA: 0.1456
Train - Iteration 200: 	Loss_stepA: 0.1441
Train - Iteration 250: 	Loss_stepA: 0.1381
Train - Iteration 300: 	Loss_stepA: 0.1364
Train - Iteration 350: 	Loss_stepA: 0.1340
Train - Iteration 400: 	Loss_stepA: 0.1418
Train - Iteration 450: 	Loss_stepA: 0.1383
Train - Iteration 500: 	Loss_stepA: 0.1363
Train - Iteration 550: 	Loss_stepA: 0.1376
Train - Epoch [69]: 	Loss_stepA: 0.1389
Test - Epoch [69]: 	Accuracy_stepA: 93.06%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0018
Train - Iteration 50: 	Loss_stepA: 0.1392
Train - Iteration 100: 	Loss_stepA: 0.1322
Train - Iteration 150: 	Loss_stepA: 0.1325
Train - Iteration 200: 	Loss_stepA: 0.1300
Train - Iteration 250: 	Loss_stepA: 0.1456
Train - Iteration 300: 	Loss_stepA: 0.1388
Train - Iteration 350: 	Loss_stepA: 0.1384
Train - Iteration 400: 	Loss_stepA: 0.1419
Train - Iteration 450: 	Loss_stepA: 0.1478
Train - Iteration 500: 	Loss_stepA: 0.1401
Train - Iteration 550: 	Loss_stepA: 0.1332
Train - Epoch [70]: 	Loss_stepA: 0.1379
Test - Epoch [70]: 	Accuracy_stepA: 93.17%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0025
Train - Iteration 50: 	Loss_stepA: 0.1264
Train - Iteration 100: 	Loss_stepA: 0.1350
Train - Iteration 150: 	Loss_stepA: 0.1177
Train - Iteration 200: 	Loss_stepA: 0.1363
Train - Iteration 250: 	Loss_stepA: 0.1374
Train - Iteration 300: 	Loss_stepA: 0.1377
Train - Iteration 350: 	Loss_stepA: 0.1331
Train - Iteration 400: 	Loss_stepA: 0.1408
Train - Iteration 450: 	Loss_stepA: 0.1399
Train - Iteration 500: 	Loss_stepA: 0.1336
Train - Iteration 550: 	Loss_stepA: 0.1425
Train - Epoch [71]: 	Loss_stepA: 0.1350
Test - Epoch [71]: 	Accuracy_stepA: 93.15%
-----------------------------------------------------------------------------------------------

Train - Iteration 0: 	Loss_stepA: 0.0019
Train - Iteration 50: 	Loss_stepA: 0.1373
Train - Iteration 100: 	Loss_stepA: 0.1179
Train - Iteration 150: 	Loss_stepA: 0.1290
Train - Iteration 200: 	Loss_stepA: 0.1390
Train - Iteration 250: 	Loss_stepA: 0.1332
Train - Iteration 300: 	Loss_stepA: 0.1441
Train - Iteration 350: 	Loss_stepA: 0.1383
